class,old_path,new_path,old_filename,new_filename
dog,data\raw\dog\OIP--lQutAM-FwDERp0chM2rCgHaE8.jpeg,data\raw\dog\dog_00042.jpg,OIP--lQutAM-FwDERp0chM2rCgHaE8.jpeg,dog_00042.jpg
dog,data\raw\dog\OIP--LSF87v0ehcSg4hzc4Qy7QHaE8.jpeg,data\raw\dog\dog_00043.jpg,OIP--LSF87v0ehcSg4hzc4Qy7QHaE8.jpeg,dog_00043.jpg
dog,data\raw\dog\OIP--MffROkglTy0W_sVV_zv3AHaFY.jpeg,data\raw\dog\dog_00044.jpg,OIP--MffROkglTy0W_sVV_zv3AHaFY.jpeg,dog_00044.jpg
dog,data\raw\dog\OIP--MG1FExhD4u9GX_Vny2QXwHaFj.jpeg,data\raw\dog\dog_00045.jpg,OIP--MG1FExhD4u9GX_Vny2QXwHaFj.jpeg,dog_00045.jpg
dog,data\raw\dog\OIP--msqs5Bmw4nKoAAq10fZCQHaNd.jpeg,data\raw\dog\dog_00046.jpg,OIP--msqs5Bmw4nKoAAq10fZCQHaNd.jpeg,dog_00046.jpg
dog,data\raw\dog\OIP--MZDf-NwE7MF-xL9nqrSgwHaFj.jpeg,data\raw\dog\dog_00047.jpg,OIP--MZDf-NwE7MF-xL9nqrSgwHaFj.jpeg,dog_00047.jpg
dog,data\raw\dog\OIP--mZiyU8uZ1LLjoPmCykXSgHaLO.jpeg,data\raw\dog\dog_00048.jpg,OIP--mZiyU8uZ1LLjoPmCykXSgHaLO.jpeg,dog_00048.jpg
dog,data\raw\dog\OIP--NBX8JVZ8wy9KtVr-cblGgHaJ4.jpeg,data\raw\dog\dog_00049.jpg,OIP--NBX8JVZ8wy9KtVr-cblGgHaJ4.jpeg,dog_00049.jpg
dog,data\raw\dog\OIP--NTohQi3Ctvo0vRUTVNHTQHaFj.jpeg,data\raw\dog\dog_00050.jpg,OIP--NTohQi3Ctvo0vRUTVNHTQHaFj.jpeg,dog_00050.jpg
dog,data\raw\dog\OIP--oBsJIeAn_f5_DI1XJ9O6wHaF7.jpeg,data\raw\dog\dog_00051.jpg,OIP--oBsJIeAn_f5_DI1XJ9O6wHaF7.jpeg,dog_00051.jpg
dog,data\raw\dog\OIP--oDUk4AB3XuBQN__83AEjQHaG4.jpeg,data\raw\dog\dog_00052.jpg,OIP--oDUk4AB3XuBQN__83AEjQHaG4.jpeg,dog_00052.jpg
dog,data\raw\dog\OIP--OzHmoOBxcUQs7N3KjButwHaFP.jpeg,data\raw\dog\dog_00053.jpg,OIP--OzHmoOBxcUQs7N3KjButwHaFP.jpeg,dog_00053.jpg
dog,data\raw\dog\OIP--PIzK8IjlJZpcxJWdgIn_wHaFj.jpeg,data\raw\dog\dog_00054.jpg,OIP--PIzK8IjlJZpcxJWdgIn_wHaFj.jpeg,dog_00054.jpg
dog,data\raw\dog\OIP--PKqX2FCj-4MRkSi78FVcgHaLP.jpeg,data\raw\dog\dog_00055.jpg,OIP--PKqX2FCj-4MRkSi78FVcgHaLP.jpeg,dog_00055.jpg
dog,data\raw\dog\OIP--pLfP_C-rvesSFF1tplovAAAAA.jpeg,data\raw\dog\dog_00056.jpg,OIP--pLfP_C-rvesSFF1tplovAAAAA.jpeg,dog_00056.jpg
dog,data\raw\dog\OIP--PRmz0al4Y19jI_RrXnrqQHaIX.jpeg,data\raw\dog\dog_00057.jpg,OIP--PRmz0al4Y19jI_RrXnrqQHaIX.jpeg,dog_00057.jpg
dog,data\raw\dog\OIP--qln8OiJUfar32CqdwPYSgHaED.jpeg,data\raw\dog\dog_00058.jpg,OIP--qln8OiJUfar32CqdwPYSgHaED.jpeg,dog_00058.jpg
dog,data\raw\dog\OIP--RzOJndNB4Agj6qql-XvGAHaH7.jpeg,data\raw\dog\dog_00059.jpg,OIP--RzOJndNB4Agj6qql-XvGAHaH7.jpeg,dog_00059.jpg
dog,data\raw\dog\OIP--S-Kzm1iB9TRHF7MpaJL3QHaEm.jpeg,data\raw\dog\dog_00060.jpg,OIP--S-Kzm1iB9TRHF7MpaJL3QHaEm.jpeg,dog_00060.jpg
dog,data\raw\dog\OIP--t2FVkxQ6yBY4PR6jC0uLQHaLG.jpeg,data\raw\dog\dog_00061.jpg,OIP--t2FVkxQ6yBY4PR6jC0uLQHaLG.jpeg,dog_00061.jpg
dog,data\raw\dog\OIP--tLYXo2whlWi1qlFDmdO7gHaE8.jpeg,data\raw\dog\dog_00062.jpg,OIP--tLYXo2whlWi1qlFDmdO7gHaE8.jpeg,dog_00062.jpg
dog,data\raw\dog\OIP--TmnIg2PYXYuVEGcljh36wHaE6.jpeg,data\raw\dog\dog_00063.jpg,OIP--TmnIg2PYXYuVEGcljh36wHaE6.jpeg,dog_00063.jpg
dog,data\raw\dog\OIP--tx2au-jG4xH01_RsE7UQQHaFj.jpeg,data\raw\dog\dog_00064.jpg,OIP--tx2au-jG4xH01_RsE7UQQHaFj.jpeg,dog_00064.jpg
dog,data\raw\dog\OIP--uc97pTac5w3RPh4jGAw4wHaJ-.jpeg,data\raw\dog\dog_00065.jpg,OIP--uc97pTac5w3RPh4jGAw4wHaJ-.jpeg,dog_00065.jpg
dog,data\raw\dog\OIP--Vd4TYq5XdX4Flb0D3yBNAHaGg.jpeg,data\raw\dog\dog_00066.jpg,OIP--Vd4TYq5XdX4Flb0D3yBNAHaGg.jpeg,dog_00066.jpg
dog,data\raw\dog\OIP--vdk8YHsIaofbEeP7fq_BAHaHa.jpeg,data\raw\dog\dog_00067.jpg,OIP--vdk8YHsIaofbEeP7fq_BAHaHa.jpeg,dog_00067.jpg
dog,data\raw\dog\OIP--winA9MguCMZn6fdverPlwHaEK.jpeg,data\raw\dog\dog_00068.jpg,OIP--winA9MguCMZn6fdverPlwHaEK.jpeg,dog_00068.jpg
dog,data\raw\dog\OIP--XK9fGfui8Yd_sI6-rKx-AHaFj.jpeg,data\raw\dog\dog_00069.jpg,OIP--XK9fGfui8Yd_sI6-rKx-AHaFj.jpeg,dog_00069.jpg
dog,data\raw\dog\OIP--XyV2dbbCKXAX0Ucaw8VAgHaHi.jpeg,data\raw\dog\dog_00070.jpg,OIP--XyV2dbbCKXAX0Ucaw8VAgHaHi.jpeg,dog_00070.jpg
dog,data\raw\dog\OIP--YOIKWP2AP0VVgYTomJcCQAAAA.jpeg,data\raw\dog\dog_00071.jpg,OIP--YOIKWP2AP0VVgYTomJcCQAAAA.jpeg,dog_00071.jpg
dog,data\raw\dog\OIP--Z2dg_o5sGo8jua-d6vSagHaEK.jpeg,data\raw\dog\dog_00072.jpg,OIP--Z2dg_o5sGo8jua-d6vSagHaEK.jpeg,dog_00072.jpg
dog,data\raw\dog\OIP--z3U3A2S2YYyBHV0r_u11gHaE8.jpeg,data\raw\dog\dog_00073.jpg,OIP--z3U3A2S2YYyBHV0r_u11gHaE8.jpeg,dog_00073.jpg
dog,data\raw\dog\OIP--Zih5aJ_hAwXfs91iq3dZAHaJH.jpeg,data\raw\dog\dog_00074.jpg,OIP--Zih5aJ_hAwXfs91iq3dZAHaJH.jpeg,dog_00074.jpg
dog,data\raw\dog\OIP--zlPCJX9pdszPedQS7B0qwHaEK.jpeg,data\raw\dog\dog_00075.jpg,OIP--zlPCJX9pdszPedQS7B0qwHaEK.jpeg,dog_00075.jpg
dog,data\raw\dog\OIP-0-TGu-jQ5fRR5fPXr1ijvQHaHa.jpeg,data\raw\dog\dog_00076.jpg,OIP-0-TGu-jQ5fRR5fPXr1ijvQHaHa.jpeg,dog_00076.jpg
dog,data\raw\dog\OIP-0-wd8D97zhdVNzIqoQFoVQHaEK.jpeg,data\raw\dog\dog_00077.jpg,OIP-0-wd8D97zhdVNzIqoQFoVQHaEK.jpeg,dog_00077.jpg
dog,data\raw\dog\OIP-00zvckpZ8XDEzk-Fv4HjkQHaGL.jpeg,data\raw\dog\dog_00078.jpg,OIP-00zvckpZ8XDEzk-Fv4HjkQHaGL.jpeg,dog_00078.jpg
dog,data\raw\dog\OIP-0261T_DaSKSIDaRxrLjL8gHaGD.jpeg,data\raw\dog\dog_00079.jpg,OIP-0261T_DaSKSIDaRxrLjL8gHaGD.jpeg,dog_00079.jpg
dog,data\raw\dog\OIP-02OsWT9t46zXPceBxMicNQAAAA.jpeg,data\raw\dog\dog_00080.jpg,OIP-02OsWT9t46zXPceBxMicNQAAAA.jpeg,dog_00080.jpg
dog,data\raw\dog\OIP-036LqzhKXwF9eUWycl2V_QHaFt.jpeg,data\raw\dog\dog_00081.jpg,OIP-036LqzhKXwF9eUWycl2V_QHaFt.jpeg,dog_00081.jpg
dog,data\raw\dog\OIP-06txpJjbByyhAlbGkpSimAHaE8.jpeg,data\raw\dog\dog_00082.jpg,OIP-06txpJjbByyhAlbGkpSimAHaE8.jpeg,dog_00082.jpg
dog,data\raw\dog\OIP-08Xf8bQxZmCDI_CozSO-YgHaH1.jpeg,data\raw\dog\dog_00083.jpg,OIP-08Xf8bQxZmCDI_CozSO-YgHaH1.jpeg,dog_00083.jpg
dog,data\raw\dog\OIP-0977rkGtQ_PPflLXiMRRYAHaFM.jpeg,data\raw\dog\dog_00084.jpg,OIP-0977rkGtQ_PPflLXiMRRYAHaFM.jpeg,dog_00084.jpg
dog,data\raw\dog\OIP-09znoxk9htqGbe5yWTj1TAHaHa.jpeg,data\raw\dog\dog_00085.jpg,OIP-09znoxk9htqGbe5yWTj1TAHaHa.jpeg,dog_00085.jpg
dog,data\raw\dog\OIP-0a0_6W9xqdTrLnXcL8haUgHaLH.jpeg,data\raw\dog\dog_00086.jpg,OIP-0a0_6W9xqdTrLnXcL8haUgHaLH.jpeg,dog_00086.jpg
dog,data\raw\dog\OIP-0aPTy5pR8zwqdi5jabdxjwHaGL.jpeg,data\raw\dog\dog_00087.jpg,OIP-0aPTy5pR8zwqdi5jabdxjwHaGL.jpeg,dog_00087.jpg
dog,data\raw\dog\OIP-0B2H2VPu9neVWW7TtvJlPAAAAA.jpeg,data\raw\dog\dog_00088.jpg,OIP-0B2H2VPu9neVWW7TtvJlPAAAAA.jpeg,dog_00088.jpg
dog,data\raw\dog\OIP-0cKVI1PLYxC2MlqoYwMw4gHaHa.jpeg,data\raw\dog\dog_00089.jpg,OIP-0cKVI1PLYxC2MlqoYwMw4gHaHa.jpeg,dog_00089.jpg
dog,data\raw\dog\OIP-0CmAiR3-B-VLurayKj2mwAHaE8.jpeg,data\raw\dog\dog_00090.jpg,OIP-0CmAiR3-B-VLurayKj2mwAHaE8.jpeg,dog_00090.jpg
dog,data\raw\dog\OIP-0cMunZ5IpSFGRbH_vYFvXgHaJ3.jpeg,data\raw\dog\dog_00091.jpg,OIP-0cMunZ5IpSFGRbH_vYFvXgHaJ3.jpeg,dog_00091.jpg
dog,data\raw\dog\OIP-0cwqK_pId75Pu0YLQq7HwgHaKj.jpeg,data\raw\dog\dog_00092.jpg,OIP-0cwqK_pId75Pu0YLQq7HwgHaKj.jpeg,dog_00092.jpg
dog,data\raw\dog\OIP-0cYdzGqi1lvZQkk0Hy0GGAHaIu.jpeg,data\raw\dog\dog_00093.jpg,OIP-0cYdzGqi1lvZQkk0Hy0GGAHaIu.jpeg,dog_00093.jpg
dog,data\raw\dog\OIP-0d7hpjwVocPjQXWE67RdKwHaFj.jpeg,data\raw\dog\dog_00094.jpg,OIP-0d7hpjwVocPjQXWE67RdKwHaFj.jpeg,dog_00094.jpg
dog,data\raw\dog\OIP-0dSHMhefigdCub1VBv_9MQHaE7.jpeg,data\raw\dog\dog_00095.jpg,OIP-0dSHMhefigdCub1VBv_9MQHaE7.jpeg,dog_00095.jpg
dog,data\raw\dog\OIP-0ERf2k91vjSIq_POpXYImwHaFj.jpeg,data\raw\dog\dog_00096.jpg,OIP-0ERf2k91vjSIq_POpXYImwHaFj.jpeg,dog_00096.jpg
dog,data\raw\dog\OIP-0FPDhJUsYOAYGur2SHKwLwHaGT.jpeg,data\raw\dog\dog_00097.jpg,OIP-0FPDhJUsYOAYGur2SHKwLwHaGT.jpeg,dog_00097.jpg
dog,data\raw\dog\OIP-0Fr5OC5ePtaGGODisrMa0AHaJ3.jpeg,data\raw\dog\dog_00098.jpg,OIP-0Fr5OC5ePtaGGODisrMa0AHaJ3.jpeg,dog_00098.jpg
dog,data\raw\dog\OIP-0G1lmzPnTshwQJ_IEMNHgQHaFR.jpeg,data\raw\dog\dog_00099.jpg,OIP-0G1lmzPnTshwQJ_IEMNHgQHaFR.jpeg,dog_00099.jpg
dog,data\raw\dog\OIP-0GhaPMWsyP-8rHQIiZwBOQHaJn.jpeg,data\raw\dog\dog_00100.jpg,OIP-0GhaPMWsyP-8rHQIiZwBOQHaJn.jpeg,dog_00100.jpg
dog,data\raw\dog\OIP-0gppx8vIxAdRrV48qls9-AHaEL.jpeg,data\raw\dog\dog_00101.jpg,OIP-0gppx8vIxAdRrV48qls9-AHaEL.jpeg,dog_00101.jpg
dog,data\raw\dog\OIP-0GXayY6pzysNy9qxkBT3uAAAAA.jpeg,data\raw\dog\dog_00102.jpg,OIP-0GXayY6pzysNy9qxkBT3uAAAAA.jpeg,dog_00102.jpg
dog,data\raw\dog\OIP-0hW14btA_M6jJrHbL_G6xgHaHa.jpeg,data\raw\dog\dog_00103.jpg,OIP-0hW14btA_M6jJrHbL_G6xgHaHa.jpeg,dog_00103.jpg
dog,data\raw\dog\OIP-0HXfzVFRivvb467cvpuuAwHaFj.jpeg,data\raw\dog\dog_00104.jpg,OIP-0HXfzVFRivvb467cvpuuAwHaFj.jpeg,dog_00104.jpg
dog,data\raw\dog\OIP-0IJ5VSGF68QgQCiIKK-1kwHaE8.jpeg,data\raw\dog\dog_00105.jpg,OIP-0IJ5VSGF68QgQCiIKK-1kwHaE8.jpeg,dog_00105.jpg
dog,data\raw\dog\OIP-0ik4tJOidfENT4WegQ_lXgHaFj.jpeg,data\raw\dog\dog_00106.jpg,OIP-0ik4tJOidfENT4WegQ_lXgHaFj.jpeg,dog_00106.jpg
dog,data\raw\dog\OIP-0ILQycoKxMbOp7MMGpUepgHaFF.jpeg,data\raw\dog\dog_00107.jpg,OIP-0ILQycoKxMbOp7MMGpUepgHaFF.jpeg,dog_00107.jpg
dog,data\raw\dog\OIP-0J7moFaqzBbWZxPcWax00wHaGH.jpeg,data\raw\dog\dog_00108.jpg,OIP-0J7moFaqzBbWZxPcWax00wHaGH.jpeg,dog_00108.jpg
dog,data\raw\dog\OIP-0Kcoh7K1yyhhwliorTrBQwHaFj.jpeg,data\raw\dog\dog_00109.jpg,OIP-0Kcoh7K1yyhhwliorTrBQwHaFj.jpeg,dog_00109.jpg
dog,data\raw\dog\OIP-0kv5rMPnEqT_3clDXrKfAQHaHa.jpeg,data\raw\dog\dog_00110.jpg,OIP-0kv5rMPnEqT_3clDXrKfAQHaHa.jpeg,dog_00110.jpg
dog,data\raw\dog\OIP-0KYHmox3tCl3bYt8o9GnHwHaIE.jpeg,data\raw\dog\dog_00111.jpg,OIP-0KYHmox3tCl3bYt8o9GnHwHaIE.jpeg,dog_00111.jpg
dog,data\raw\dog\OIP-0LdKi8l_IC_PpVxOcZAkiAHaFj.jpeg,data\raw\dog\dog_00112.jpg,OIP-0LdKi8l_IC_PpVxOcZAkiAHaFj.jpeg,dog_00112.jpg
dog,data\raw\dog\OIP-0Lw2H3yMErImHPQ380Nm4QHaHa.jpeg,data\raw\dog\dog_00113.jpg,OIP-0Lw2H3yMErImHPQ380Nm4QHaHa.jpeg,dog_00113.jpg
dog,data\raw\dog\OIP-0M8AAbNON2zvyCEB2WEhLQHaE8.jpeg,data\raw\dog\dog_00114.jpg,OIP-0M8AAbNON2zvyCEB2WEhLQHaE8.jpeg,dog_00114.jpg
dog,data\raw\dog\OIP-0MgXBMYWyaDiNS7t6xfmVAHaGu.jpeg,data\raw\dog\dog_00115.jpg,OIP-0MgXBMYWyaDiNS7t6xfmVAHaGu.jpeg,dog_00115.jpg
dog,data\raw\dog\OIP-0mQIT4nlridLywx2VzDefwHaJn.jpeg,data\raw\dog\dog_00116.jpg,OIP-0mQIT4nlridLywx2VzDefwHaJn.jpeg,dog_00116.jpg
dog,data\raw\dog\OIP-0Mt8jP41YC117m8g-vLBYwHaE8.jpeg,data\raw\dog\dog_00117.jpg,OIP-0Mt8jP41YC117m8g-vLBYwHaE8.jpeg,dog_00117.jpg
dog,data\raw\dog\OIP-0N8C8uNOykUf56YdSHBRcgHaFV.jpeg,data\raw\dog\dog_00118.jpg,OIP-0N8C8uNOykUf56YdSHBRcgHaFV.jpeg,dog_00118.jpg
dog,data\raw\dog\OIP-0Nllmx9DYctF9QAOC-QRiwHaEp.jpeg,data\raw\dog\dog_00119.jpg,OIP-0Nllmx9DYctF9QAOC-QRiwHaEp.jpeg,dog_00119.jpg
dog,data\raw\dog\OIP-0nS2eYuPVvrsMMJZvkUQnQHaEK.jpeg,data\raw\dog\dog_00120.jpg,OIP-0nS2eYuPVvrsMMJZvkUQnQHaEK.jpeg,dog_00120.jpg
dog,data\raw\dog\OIP-0o7O9tycgwlNW03keu57dQHaEK.jpeg,data\raw\dog\dog_00121.jpg,OIP-0o7O9tycgwlNW03keu57dQHaEK.jpeg,dog_00121.jpg
dog,data\raw\dog\OIP-0OIl_s9wblPyW_32D7R-kgHaGi.jpeg,data\raw\dog\dog_00122.jpg,OIP-0OIl_s9wblPyW_32D7R-kgHaGi.jpeg,dog_00122.jpg
dog,data\raw\dog\OIP-0oJWg7brungXRAEoukjwyQHaIl.jpeg,data\raw\dog\dog_00123.jpg,OIP-0oJWg7brungXRAEoukjwyQHaIl.jpeg,dog_00123.jpg
dog,data\raw\dog\OIP-0oUdVTIy0Q8ItRWieV4-1gHaFj.jpeg,data\raw\dog\dog_00124.jpg,OIP-0oUdVTIy0Q8ItRWieV4-1gHaFj.jpeg,dog_00124.jpg
dog,data\raw\dog\OIP-0pFfkAiVCKSnDOFSXbD3UAHaFr.jpeg,data\raw\dog\dog_00125.jpg,OIP-0pFfkAiVCKSnDOFSXbD3UAHaFr.jpeg,dog_00125.jpg
dog,data\raw\dog\OIP-0ptiy1AgJWRqnJWMyNuBMAHaFj.jpeg,data\raw\dog\dog_00126.jpg,OIP-0ptiy1AgJWRqnJWMyNuBMAHaFj.jpeg,dog_00126.jpg
dog,data\raw\dog\OIP-0puD1CyuoAtzceC8mzcqqQHaFj.jpeg,data\raw\dog\dog_00127.jpg,OIP-0puD1CyuoAtzceC8mzcqqQHaFj.jpeg,dog_00127.jpg
dog,data\raw\dog\OIP-0qV19Xqejl0w8Pi5OWh0egHaE8.jpeg,data\raw\dog\dog_00128.jpg,OIP-0qV19Xqejl0w8Pi5OWh0egHaE8.jpeg,dog_00128.jpg
dog,data\raw\dog\OIP-0rl28i9PdxDkBEM3EzU2GgHaMc.jpeg,data\raw\dog\dog_00129.jpg,OIP-0rl28i9PdxDkBEM3EzU2GgHaMc.jpeg,dog_00129.jpg
dog,data\raw\dog\OIP-0roIvRX9eqv-UtoJsVQu9gHaF7.jpeg,data\raw\dog\dog_00130.jpg,OIP-0roIvRX9eqv-UtoJsVQu9gHaF7.jpeg,dog_00130.jpg
